episode,timestep,reward,ep_length,elapsed_s,algo
659,125796,212.457,119,100.4,dqn
660,125903,212.462,107,100.5,dqn
661,126001,212.486,98,100.6,dqn
662,126119,212.522,118,100.7,dqn
663,126218,212.445,99,100.8,dqn
664,126311,212.515,93,100.9,dqn
665,126410,212.506,99,101.0,dqn
666,126510,191.801,100,101.1,dqn
667,126610,212.489,100,101.2,dqn
668,126701,-46.524,91,101.3,dqn
669,126794,212.455,93,101.4,dqn
670,126897,212.574,103,101.4,dqn
671,127003,212.729,106,101.6,dqn
672,127100,212.545,97,101.6,dqn
673,127199,212.445,99,101.7,dqn
674,127301,212.595,102,101.8,dqn
675,127402,212.581,101,101.9,dqn
676,127500,212.495,98,102.0,dqn
677,127601,212.391,101,102.1,dqn
678,127701,212.832,100,102.2,dqn
679,127808,212.895,107,102.3,dqn
680,127904,212.706,96,102.4,dqn
681,128002,212.959,98,102.4,dqn
682,128098,212.72,96,102.5,dqn
683,128195,212.72,97,102.6,dqn
684,128354,222.051,159,102.7,dqn
685,128452,212.859,98,102.8,dqn
686,128555,212.836,103,102.9,dqn
687,128656,213.253,101,103.0,dqn
688,128772,203.511,116,103.1,dqn
689,128869,212.692,97,103.2,dqn
690,128964,212.941,95,103.4,dqn
691,129045,-47.621,81,103.5,dqn
692,129146,212.656,101,103.6,dqn
693,129246,253.055,100,103.7,dqn
694,129342,212.542,96,103.7,dqn
695,129435,212.964,93,103.8,dqn
696,129530,213.149,95,103.9,dqn
697,129631,212.863,101,104.0,dqn
698,129726,212.618,95,104.1,dqn
699,129808,-47.425,82,104.2,dqn
700,129911,212.951,103,104.2,dqn
701,130011,212.659,100,104.3,dqn
702,130113,212.488,102,104.4,dqn
703,130211,212.843,98,104.5,dqn
704,130306,212.457,95,104.6,dqn
705,130414,212.556,108,104.7,dqn
706,130514,212.892,100,104.8,dqn
707,130611,212.411,97,104.9,dqn
708,130698,-47.122,87,104.9,dqn
709,130800,212.961,102,105.0,dqn
710,130881,-47.516,81,105.1,dqn
711,130983,213.014,102,105.2,dqn
712,131086,213.007,103,105.3,dqn
713,131191,212.642,105,105.4,dqn
714,131287,191.988,96,105.5,dqn
715,131381,-37.029,94,105.6,dqn
716,131487,212.79,106,105.7,dqn
717,131594,212.238,107,105.8,dqn
718,131743,212.415,149,105.9,dqn
719,131866,213.353,123,106.0,dqn
720,131970,212.481,104,106.1,dqn
721,132747,-81.367,777,106.8,dqn
722,133098,-51.628,351,107.1,dqn
723,133314,192.15,216,107.3,dqn
724,133602,-47.195,288,107.6,dqn
725,133790,211.984,188,107.7,dqn
726,133866,-47.397,76,107.8,dqn
727,134084,197.564,218,108.0,dqn
728,134246,212.174,162,108.2,dqn
729,134341,212.452,95,108.3,dqn
730,134432,192.379,91,108.4,dqn
731,134544,213.051,112,108.5,dqn
732,134637,253.249,93,108.7,dqn
733,134753,213.127,116,108.8,dqn
734,134900,191.834,147,109.0,dqn
735,134988,212.841,88,109.1,dqn
736,135241,-40.073,253,109.3,dqn
737,135366,212.611,125,109.5,dqn
738,135443,-47.275,77,109.6,dqn
739,135552,212.859,109,109.7,dqn
740,135757,209.677,205,109.9,dqn
741,135860,212.697,103,110.1,dqn
742,135984,211.696,124,110.2,dqn
743,136087,212.656,103,110.3,dqn
744,136168,-46.971,81,110.4,dqn
745,136268,213.096,100,110.5,dqn
746,136362,212.839,94,110.6,dqn
747,136457,212.789,95,110.7,dqn
748,136576,211.999,119,110.8,dqn
749,136677,212.864,101,110.9,dqn
750,136787,213.317,110,111.0,dqn
751,136876,-47.18,89,111.1,dqn
752,136976,212.692,100,111.2,dqn
753,137076,212.799,100,111.3,dqn
754,137188,213.139,112,111.4,dqn
755,137280,-47.122,92,111.5,dqn
756,137379,212.851,99,111.5,dqn
757,137476,213.046,97,111.8,dqn
758,137586,212.813,110,111.9,dqn
759,137676,-46.8,90,112.0,dqn
760,137760,212.507,84,112.2,dqn
761,137974,208.864,214,112.4,dqn
762,138067,213.091,93,112.5,dqn
763,138165,212.974,98,112.7,dqn
764,138258,212.686,93,112.8,dqn
765,138359,213.206,101,112.9,dqn
766,138461,212.759,102,113.0,dqn
767,138565,212.73,104,113.1,dqn
768,138661,212.871,96,113.2,dqn
769,138753,212.741,92,113.3,dqn
770,138852,212.849,99,113.4,dqn
771,138953,212.948,101,113.5,dqn
772,139050,212.858,97,113.6,dqn
773,139149,212.846,99,113.7,dqn
774,139245,212.536,96,113.8,dqn
775,139342,212.504,97,113.9,dqn
776,139444,213.132,102,114.0,dqn
777,139545,212.686,101,114.1,dqn
778,139653,212.068,108,114.2,dqn
779,139759,213.128,106,114.3,dqn
780,139874,213.401,115,114.4,dqn
781,139976,212.751,102,114.5,dqn
782,140075,212.856,99,114.6,dqn
783,140158,212.832,83,114.6,dqn
784,140270,-81.847,112,114.7,dqn
785,140366,212.584,96,114.8,dqn
786,140437,-47.174,71,114.9,dqn
787,140531,212.67,94,115.0,dqn
788,140651,213.041,120,115.1,dqn
789,140743,212.736,92,115.1,dqn
790,140840,212.661,97,115.2,dqn
791,140939,212.811,99,115.3,dqn
792,141048,213.044,109,115.4,dqn
793,141161,213.209,113,115.5,dqn
794,141316,210.109,155,115.6,dqn
795,141402,-46.955,86,115.7,dqn
796,141504,212.951,102,115.8,dqn
797,141613,213.108,109,115.9,dqn
798,141716,213.052,103,116.0,dqn
799,141811,212.816,95,116.1,dqn
800,141908,212.894,97,116.2,dqn
801,142006,213.113,98,116.3,dqn
802,142124,212.591,118,116.4,dqn
803,142300,198.868,176,116.6,dqn
804,142390,212.951,90,116.7,dqn
805,142779,188.701,389,117.0,dqn
806,142863,-47.037,84,117.1,dqn
807,142965,212.939,102,117.2,dqn
808,143057,212.861,92,117.2,dqn
809,143202,210.737,145,117.4,dqn
810,143285,-47.043,83,117.4,dqn
811,143384,212.809,99,117.5,dqn
812,143483,212.532,99,117.6,dqn
813,143556,-47.12,73,117.7,dqn
814,143648,212.921,92,117.7,dqn
815,143741,212.688,93,117.8,dqn
816,143840,212.846,99,117.9,dqn
817,143948,213.304,108,118.0,dqn
818,144028,-47.079,80,118.1,dqn
819,144145,212.506,117,118.2,dqn
820,144236,212.862,91,118.3,dqn
821,144339,212.99,103,118.4,dqn
822,144437,213.271,98,118.5,dqn
823,144537,213.028,100,118.6,dqn
824,145737,5.205,1200,119.6,dqn
825,145837,212.79,100,119.7,dqn
826,147037,8.181,1200,120.7,dqn
827,147173,212.259,136,120.8,dqn
828,147319,211.884,146,120.9,dqn
829,147418,212.728,99,121.0,dqn
830,147585,211.266,167,121.2,dqn
831,147688,212.664,103,121.3,dqn
832,147785,212.488,97,121.3,dqn
833,147885,212.698,100,121.4,dqn
834,147987,212.59,102,121.5,dqn
835,148068,-46.592,81,121.6,dqn
836,149268,14.039,1200,122.6,dqn
837,149364,213.077,96,122.7,dqn
838,149465,212.866,101,122.8,dqn
839,149570,212.693,105,122.9,dqn
840,149708,190.558,138,123.0,dqn
841,149808,212.788,100,123.1,dqn
842,149910,212.609,102,123.2,dqn
843,150423,198.501,513,123.6,dqn
844,150530,213.057,107,123.7,dqn
845,150612,-47.27,82,123.8,dqn
846,150707,212.685,95,123.9,dqn
847,150849,213.421,142,124.0,dqn
848,150950,212.174,101,124.2,dqn
849,151047,212.786,97,124.3,dqn
850,151144,212.486,97,124.3,dqn
851,151240,213.074,96,124.4,dqn
852,151336,212.519,96,124.5,dqn
853,151435,202.746,99,124.6,dqn
854,151532,212.655,97,124.7,dqn
855,151633,212.411,101,124.8,dqn
856,151733,212.856,100,124.9,dqn
857,151832,212.386,99,125.0,dqn
858,151924,212.861,92,125.1,dqn
859,152004,-47.27,80,125.2,dqn
860,152093,212.498,89,125.3,dqn
861,152186,-47.221,93,125.4,dqn
862,152299,213.011,113,125.5,dqn
863,152397,212.696,98,125.6,dqn
864,152505,212.823,108,125.7,dqn
865,152600,212.89,95,125.8,dqn
866,152691,-47.253,91,125.9,dqn
867,152790,212.796,99,126.0,dqn
868,152932,210.375,142,126.1,dqn
869,153084,210.681,152,126.2,dqn
870,153186,212.8,102,126.3,dqn
871,153303,212.507,117,126.4,dqn
872,153391,212.357,88,126.5,dqn
873,153475,212.657,84,126.6,dqn
874,153559,212.828,84,126.6,dqn
875,153658,213.064,99,126.7,dqn
876,153756,212.559,98,126.8,dqn
877,153855,203.0,99,126.9,dqn
878,153954,212.886,99,127.0,dqn
879,154058,213.353,104,127.1,dqn
880,154159,212.684,101,127.2,dqn
881,154258,212.809,99,127.3,dqn
882,154359,213.011,101,127.4,dqn
883,154460,212.625,101,127.5,dqn
884,154553,213.139,93,127.6,dqn
885,154643,212.813,90,127.7,dqn
886,154736,212.739,93,127.7,dqn
887,154834,212.851,98,127.8,dqn
888,154929,212.729,95,127.9,dqn
889,155029,212.564,100,128.0,dqn
890,155135,212.993,106,128.1,dqn
891,156335,-13.329,1200,129.1,dqn
892,156580,210.379,245,129.3,dqn
893,156695,213.337,115,129.4,dqn
894,156791,212.916,96,129.5,dqn
895,156888,212.866,97,129.6,dqn
896,156985,212.791,97,129.7,dqn
897,157080,212.872,95,129.8,dqn
898,157172,-47.166,92,129.9,dqn
899,157269,212.766,97,129.9,dqn
900,157367,212.861,98,130.0,dqn
901,158567,-1.018,1200,131.2,dqn
902,159767,24.245,1200,132.3,dqn
903,159864,212.87,97,132.4,dqn
904,159964,212.841,100,132.5,dqn
905,160063,212.722,99,132.6,dqn
906,161263,26.453,1200,133.6,dqn
907,161356,213.11,93,133.7,dqn
908,161453,212.902,97,133.8,dqn
909,162653,38.427,1200,134.8,dqn
910,162749,212.594,96,134.9,dqn
911,162852,213.036,103,135.0,dqn
912,162932,-47.317,80,135.1,dqn
913,163031,212.764,99,135.1,dqn
914,163126,212.967,95,135.2,dqn
915,163223,212.959,97,135.3,dqn
916,163309,-46.907,86,135.4,dqn
917,163404,212.646,95,135.5,dqn
918,163503,212.802,99,135.5,dqn
919,163598,213.336,95,135.6,dqn
920,163906,-39.351,308,135.9,dqn
921,163985,-47.382,79,136.0,dqn
922,164129,-35.453,144,136.1,dqn
923,164215,-47.281,86,136.2,dqn
924,164312,213.185,97,136.3,dqn
925,164408,212.984,96,136.4,dqn
926,164506,212.864,98,136.5,dqn
927,165706,3.521,1200,137.5,dqn
928,165804,212.886,98,137.6,dqn
929,166013,-38.165,209,137.8,dqn
930,167213,7.651,1200,138.9,dqn
931,168413,17.067,1200,139.9,dqn
932,168580,209.364,167,140.0,dqn
933,169780,46.523,1200,141.1,dqn
934,169876,212.84,96,141.2,dqn
935,170082,207.821,206,141.3,dqn
936,170184,-47.447,102,141.4,dqn
937,170322,211.608,138,141.6,dqn
938,170448,211.518,126,141.7,dqn
939,171648,-23.856,1200,142.7,dqn
940,171757,212.731,109,142.8,dqn
941,171850,213.021,93,142.9,dqn
942,171956,213.182,106,143.0,dqn
943,172061,212.554,105,143.1,dqn
944,172353,223.4,292,143.3,dqn
945,173553,-5.061,1200,144.4,dqn
946,173713,211.599,160,144.5,dqn
947,173849,223.998,136,144.6,dqn
948,173959,213.371,110,144.7,dqn
949,174062,212.782,103,144.8,dqn
950,174200,213.449,138,145.0,dqn
951,174297,212.829,97,145.1,dqn
952,174420,212.963,123,145.2,dqn
953,174522,212.959,102,145.3,dqn
954,174628,212.884,106,145.4,dqn
955,174728,212.92,100,145.5,dqn
956,174840,213.391,112,145.6,dqn
957,174941,213.041,101,145.7,dqn
958,175040,212.79,99,145.7,dqn
959,175171,211.911,131,145.9,dqn
960,176371,18.002,1200,147.0,dqn
961,176502,213.599,131,147.1,dqn
962,176605,213.001,103,147.2,dqn
963,176696,-46.585,91,147.2,dqn
964,176796,212.936,100,147.3,dqn
965,177156,218.544,360,147.6,dqn
966,177262,213.196,106,147.7,dqn
967,177359,212.982,97,147.8,dqn
968,177620,211.839,261,148.1,dqn
969,178190,210.223,570,148.5,dqn
970,178340,213.671,150,148.7,dqn
971,179540,50.784,1200,149.9,dqn
972,180740,49.537,1200,151.0,dqn
973,180878,212.727,138,151.1,dqn
974,180976,213.479,98,151.2,dqn
975,181077,212.669,101,151.3,dqn
976,181532,211.237,455,151.7,dqn
977,181675,211.383,143,151.8,dqn
978,181775,-47.601,100,151.9,dqn
979,181970,209.64,195,152.1,dqn
980,182280,210.753,310,152.3,dqn
981,182411,212.074,131,152.4,dqn
982,183611,68.599,1200,153.5,dqn
983,183810,211.532,199,153.7,dqn
984,184058,210.269,248,153.9,dqn
985,184218,212.709,160,154.0,dqn
986,184362,-47.527,144,154.1,dqn
987,184551,212.841,189,154.3,dqn
988,184693,-48.732,142,154.4,dqn
989,184889,-36.632,196,154.6,dqn
990,185012,212.288,123,154.7,dqn
991,185161,211.228,149,154.8,dqn
992,185279,-47.558,118,154.9,dqn
993,185403,212.767,124,155.0,dqn
994,185533,212.252,130,155.2,dqn
995,185700,211.182,167,155.3,dqn
996,185847,213.904,147,155.4,dqn
997,185979,211.199,132,155.5,dqn
998,186146,213.14,167,155.7,dqn
999,186561,213.524,415,156.1,dqn
1000,186677,213.351,116,156.2,dqn
1001,186778,212.589,101,156.3,dqn
1002,186908,212.311,130,156.4,dqn
1003,186992,-47.279,84,156.5,dqn
1004,187103,213.228,111,156.6,dqn
1005,187206,212.912,103,156.7,dqn
1006,187330,213.128,124,156.8,dqn
1007,187462,211.708,132,156.9,dqn
1008,187601,212.976,139,157.0,dqn
1009,187704,213.079,103,157.1,dqn
1010,187852,211.904,148,157.3,dqn
1011,187968,213.224,116,157.4,dqn
1012,188072,213.103,104,157.5,dqn
1013,188195,-49.472,123,157.6,dqn
1014,188430,206.594,235,157.8,dqn
1015,189630,30.974,1200,158.9,dqn
1016,189920,206.135,290,159.1,dqn
1017,190056,212.069,136,159.2,dqn
1018,190157,213.041,101,159.3,dqn
1019,190320,212.331,163,159.4,dqn
1020,190372,-78.298,52,159.5,dqn
1021,190565,214.749,193,159.6,dqn
1022,190779,211.193,214,159.8,dqn
1023,190934,-48.839,155,160.0,dqn
1024,191104,210.004,170,160.1,dqn
1025,191226,211.766,122,160.2,dqn
1026,191365,210.955,139,160.4,dqn
1027,191509,211.031,144,160.5,dqn
1028,192165,213.451,656,161.1,dqn
1029,192277,212.962,112,161.1,dqn
1030,192385,-69.124,108,161.2,dqn
1031,192511,-46.937,126,161.3,dqn
1032,192658,213.771,147,161.5,dqn
1033,193573,198.3,915,162.2,dqn
1034,193881,203.695,308,162.5,dqn
1035,194090,210.561,209,162.7,dqn
1036,194312,212.471,222,162.9,dqn
1037,194591,212.146,279,163.1,dqn
1038,194719,212.728,128,163.2,dqn
1039,194907,210.229,188,163.4,dqn
1040,195004,213.096,97,163.5,dqn
1041,195760,187.417,756,164.1,dqn
1042,195989,207.2,229,164.3,dqn
1043,196609,206.421,620,164.9,dqn
1044,196812,-49.342,203,165.1,dqn
1045,196962,211.575,150,165.2,dqn
1046,197564,213.024,602,165.7,dqn
1047,197809,210.641,245,165.9,dqn
1048,197953,211.626,144,166.0,dqn
1049,198548,205.03,595,166.6,dqn
1050,198714,210.378,166,166.7,dqn
1051,198841,213.284,127,166.9,dqn
1052,199133,-57.944,292,167.1,dqn
1053,199294,211.401,161,167.3,dqn
1054,199376,-67.53,82,167.4,dqn
1055,199529,212.517,153,167.5,dqn
1056,199724,211.539,195,167.7,dqn
1057,200175,207.079,451,168.1,dqn
1058,200278,213.101,103,168.2,dqn
1059,200592,211.881,314,168.5,dqn
1060,200715,213.654,123,168.6,dqn
1061,200840,211.779,125,168.7,dqn
1062,200954,213.12,114,168.8,dqn
1063,201071,212.803,117,168.9,dqn
1064,201440,204.098,369,169.3,dqn
1065,202065,211.434,625,169.8,dqn
1066,202256,209.121,191,170.0,dqn
1067,202417,210.177,161,170.1,dqn
1068,202590,-51.066,173,170.3,dqn
1069,203058,210.679,468,170.6,dqn
1070,203160,202.819,102,170.7,dqn
1071,203339,202.43,179,170.9,dqn
1072,203732,212.849,393,171.3,dqn
1073,203963,213.011,231,171.5,dqn
1074,204103,203.309,140,171.6,dqn
1075,204223,-46.641,120,171.7,dqn
1076,204340,-57.171,117,171.8,dqn
1077,204515,212.742,175,172.0,dqn
1078,204698,214.278,183,172.1,dqn
1079,205204,202.238,506,172.6,dqn
1080,205344,212.9,140,172.7,dqn
1081,205502,-65.421,158,172.9,dqn
1082,206052,209.053,550,173.5,dqn
1083,206230,211.804,178,173.7,dqn
1084,206348,212.889,118,173.8,dqn
1085,206500,211.073,152,173.9,dqn
1086,206877,211.007,377,174.2,dqn
1087,207071,212.858,194,174.4,dqn
1088,207178,212.751,107,174.5,dqn
1089,207274,192.406,96,174.6,dqn
1090,207356,-67.532,82,174.6,dqn
1091,207439,-67.476,83,174.7,dqn
1092,207541,192.251,102,174.8,dqn
1093,207653,192.114,112,174.9,dqn
1094,207704,-77.715,51,174.9,dqn
1095,207802,192.063,98,175.0,dqn
1096,207905,213.103,103,175.1,dqn
1097,208211,196.671,306,175.4,dqn
1098,208299,192.295,88,175.5,dqn
1099,208403,192.125,104,175.6,dqn
1100,209186,222.121,783,176.3,dqn
1101,209296,202.512,110,176.4,dqn
1102,209465,204.428,169,176.6,dqn
1103,209627,212.786,162,176.7,dqn
1104,209789,213.122,162,176.8,dqn
1105,210146,217.035,357,177.2,dqn
1106,210259,213.467,113,177.3,dqn
1107,210366,213.349,107,177.4,dqn
1108,210853,184.905,487,177.9,dqn
1109,210957,192.709,104,178.0,dqn
1110,211180,191.954,223,178.2,dqn
1111,211309,193.251,129,178.3,dqn
1112,211415,192.199,106,178.4,dqn
1113,212577,187.97,1162,179.4,dqn
1114,212677,192.726,100,179.5,dqn
1115,212830,-47.253,153,179.7,dqn
1116,212920,192.178,90,179.8,dqn
1117,213020,192.295,100,179.9,dqn
1118,213118,192.309,98,180.0,dqn
1119,213221,212.906,103,180.0,dqn
1120,213327,192.344,106,180.2,dqn
1121,213432,192.172,105,180.3,dqn
1122,213541,213.397,109,180.4,dqn
1123,213646,213.041,105,180.5,dqn
1124,213739,192.27,93,180.5,dqn
1125,213840,-66.302,101,180.6,dqn
1126,213933,-47.19,93,180.7,dqn
1127,214045,192.855,112,180.8,dqn
1128,214151,212.79,106,180.9,dqn
1129,214252,212.692,101,181.0,dqn
1130,214685,219.526,433,181.3,dqn
1131,214783,212.911,98,181.4,dqn
1132,215006,209.244,223,181.6,dqn
1133,215107,212.661,101,181.7,dqn
1134,215211,212.787,104,181.8,dqn
1135,215315,212.902,104,181.9,dqn
1136,215517,209.414,202,182.1,dqn
1137,215635,213.124,118,182.2,dqn
1138,215744,212.588,109,182.3,dqn
1139,215915,213.259,171,182.5,dqn
1140,216120,212.763,205,182.7,dqn
1141,216252,213.812,132,182.8,dqn
1142,216369,213.371,117,182.9,dqn
1143,216544,214.374,175,183.0,dqn
1144,216648,212.982,104,183.1,dqn
1145,216746,192.062,98,183.2,dqn
1146,216843,213.014,97,183.3,dqn
1147,216952,213.089,109,183.4,dqn
1148,217051,213.158,99,183.5,dqn
1149,217151,212.885,100,183.6,dqn
1150,217252,213.064,101,183.7,dqn
1151,217341,-47.206,89,183.7,dqn
1152,217439,212.96,98,183.8,dqn
1153,217592,-50.331,153,184.0,dqn
1154,217716,213.586,124,184.1,dqn
1155,217822,213.339,106,184.2,dqn
1156,217920,191.97,98,184.3,dqn
1157,218022,212.96,102,184.4,dqn
1158,218170,214.181,148,184.6,dqn
1159,218267,212.772,97,184.7,dqn
1160,218360,213.053,93,184.7,dqn
1161,218466,213.405,106,184.8,dqn
1162,218600,211.214,134,185.0,dqn
1163,218721,213.548,121,185.1,dqn
1164,218825,213.181,104,185.2,dqn
1165,218918,213.134,93,185.2,dqn
1166,219027,213.176,109,185.3,dqn
1167,219182,213.542,155,185.5,dqn
1168,219307,213.332,125,185.6,dqn
1169,219557,213.729,250,185.8,dqn
1170,219661,-46.141,104,185.9,dqn
1171,219969,213.237,308,186.2,dqn
1172,220081,-45.746,112,186.3,dqn
1173,220386,215.168,305,186.6,dqn
1174,220598,224.189,212,186.8,dqn
1175,220701,-46.186,103,186.8,dqn
1176,220791,-46.719,90,186.9,dqn
1177,220903,213.318,112,187.0,dqn
1178,221021,213.595,118,187.1,dqn
1179,221130,213.661,109,187.2,dqn
1180,221251,213.442,121,187.3,dqn
1181,221375,-45.609,124,187.4,dqn
1182,221563,211.798,188,187.6,dqn
1183,221741,214.871,178,187.8,dqn
1184,221996,216.18,255,188.0,dqn
1185,222114,-46.246,118,188.1,dqn
1186,222288,214.811,174,188.2,dqn
1187,222487,215.117,199,188.4,dqn
1188,222605,-46.145,118,188.5,dqn
1189,222785,214.919,180,188.7,dqn
1190,222892,213.518,107,188.8,dqn
1191,222976,-47.154,84,188.9,dqn
1192,223110,213.615,134,189.0,dqn
1193,223219,213.459,109,189.1,dqn
1194,223321,213.373,102,189.2,dqn
1195,223410,-46.691,89,189.3,dqn
1196,223514,213.216,104,189.4,dqn
1197,223632,213.189,118,189.5,dqn
1198,223736,213.392,104,189.6,dqn
1199,223836,213.142,100,189.6,dqn
1200,223934,213.138,98,189.7,dqn
1201,224034,212.941,100,189.8,dqn
1202,224133,213.172,99,189.9,dqn
1203,224254,213.566,121,190.0,dqn
1204,224357,212.928,103,190.1,dqn
1205,224459,213.073,102,190.2,dqn
1206,224545,-46.591,86,190.3,dqn
1207,224637,212.821,92,190.4,dqn
1208,224851,209.072,214,190.6,dqn
1209,224934,-46.978,83,190.7,dqn
1210,225036,213.042,102,190.8,dqn
1211,225131,213.007,95,190.9,dqn
1212,225236,213.036,105,191.0,dqn
1213,225354,213.601,118,191.1,dqn
1214,225452,212.716,98,191.2,dqn
1215,225565,212.633,113,191.3,dqn
1216,225665,212.699,100,191.4,dqn
1217,225924,222.327,259,191.6,dqn
1218,226036,212.934,112,191.7,dqn
1219,226134,212.807,98,191.8,dqn
1220,226228,213.226,94,191.9,dqn
1221,226333,-47.45,105,192.0,dqn
1222,226426,212.941,93,192.1,dqn
1223,226523,212.91,97,192.2,dqn
1224,226636,212.784,113,192.3,dqn
1225,226738,213.043,102,192.4,dqn
1226,226815,-47.117,77,192.4,dqn
1227,226934,212.193,119,192.6,dqn
1228,227033,212.911,99,192.6,dqn
1229,227112,-46.782,79,192.7,dqn
1230,227217,200.803,105,192.8,dqn
1231,227340,213.246,123,192.9,dqn
1232,227436,212.814,96,193.0,dqn
1233,227523,-46.819,87,193.1,dqn
1234,227621,212.968,98,193.2,dqn
1235,227736,212.186,115,193.3,dqn
1236,227884,211.197,148,193.5,dqn
1237,227984,213.086,100,193.5,dqn
1238,228105,212.216,121,193.7,dqn
1239,228211,213.211,106,193.8,dqn
1240,228326,212.677,115,193.9,dqn
1241,229415,-52.345,1089,194.8,dqn
1242,229663,213.094,248,195.0,dqn
1243,229755,212.961,92,195.1,dqn
1244,229865,212.183,110,195.2,dqn
1245,229967,212.671,102,195.3,dqn
1246,230064,212.864,97,195.4,dqn
1247,230167,212.869,103,195.5,dqn
1248,230269,212.786,102,195.6,dqn
1249,230355,212.931,86,195.7,dqn
1250,230458,213.272,103,195.8,dqn
1251,230570,212.044,112,195.9,dqn
1252,230683,-47.184,113,196.0,dqn
1253,230790,212.763,107,196.1,dqn
1254,230900,213.256,110,196.2,dqn
1255,231004,212.807,104,196.3,dqn
1256,231101,212.864,97,196.4,dqn
1257,231225,212.019,124,196.5,dqn
1258,231326,213.241,101,196.6,dqn
1259,231442,213.207,116,196.7,dqn
1260,231518,-46.495,76,196.8,dqn
1261,231667,212.188,149,196.9,dqn
1262,231789,211.813,122,197.0,dqn
1263,231886,212.766,97,197.1,dqn
1264,231987,212.766,101,197.2,dqn
1265,232123,210.962,136,197.3,dqn
1266,232309,209.168,186,197.5,dqn
1267,232422,212.692,113,197.6,dqn
1268,232524,213.252,102,197.7,dqn
1269,232623,212.826,99,197.8,dqn
1270,233070,197.448,447,198.3,dqn
1271,233180,213.209,110,198.4,dqn
1272,233286,191.981,106,198.5,dqn
1273,233381,212.866,95,198.6,dqn
